STT,year,location_code,Tong_Import,Tong_Export,Balance
8992,2009,AUS,1.47E+11,1.51E+11,3259023916
8993,2009,AUT,1.45E+11,1.29E+11,-16321436406
8994,2009,AZE,8008842822,18989774223,10980931401
8995,2009,BDI,355845026,78669875,-277175151
8996,2009,BEL,3.39E+11,3.62E+11,23248462810
8997,2009,BEN,5675054514,614714365,-5060340149
8998,2009,BFA,1790014659,758788015,-1031226644
8999,2009,BGD,22664470337,17297784224,-5366686113
9000,2009,BGR,24261325313,16161169768,-8100155545
9001,2009,BHR,9296024906,6432075694,-2863949212
9002,2009,BHS,8265716268,2355993661,-5909722607
9003,2009,BIH,7551943177,3584521904,-3967421273
9004,2009,BLR,26606333374,18228940522,-8377392852
9005,2009,BLZ,1330785289,362937458,-967847831
9006,2009,BMU,2580749917,201789959,-2378959958
9007,2009,BOL,5228678768,5225471739,-3207029
9008,2009,BRA,1.32E+11,1.69E+11,36647208410
9009,2009,BRB,2436681294,1036511068,-1400170226
9010,2009,BRN,2333721503,6679552021,4345830518
9011,2009,BTN,188517425,151650646,-36866779
9012,2009,BWA,4669198919,2199602051,-2469596868
9013,2009,CAF,244137047,109407888,-134729159
9014,2009,CAN,3.47E+11,3.16E+11,-30996477311
9015,2009,CCK,34755147,5161895,-29593252
9016,2009,CHE,1.88E+11,1.91E+11,3199095706
9017,2009,CHL,39959218766,55697910644,15738691878
9018,2009,CHN,8.66E+11,1.42E+12,5.59E+11
9019,2009,CIV,6767695729,10876895193,4109199464
9020,2009,CMR,4393101687,3693134992,-699966695
9021,2009,COD,3191860542,2666451899,-525408643
9022,2009,COG,4764504327,9013735868,4249231541
9023,2009,COK,108430696,19855991,-88574705
9024,2009,COL,31698335151,33796106310,2097771159
9025,2009,COM,199905804,31010785,-168895019
9026,2009,CPV,733661296,52311217,-681350079
9027,2009,CRI,10488194792,18560639351,8072444559
9028,2009,CUB,5011326287,2246131995,-2765194292
9029,2009,CXR,33654103,11777016,-21877087
9030,2009,CYM,2667852949,204529681,-2463323268
9031,2009,CYP,13688424869,2886050018,-10802374851
9032,2009,CZE,1.11E+11,1.10E+11,-944763634
9033,2009,DEU,9.10E+11,1.12E+12,2.13E+11
9034,2009,DJI,1927083017,154643489,-1772439528
9035,2009,DMA,264960562,122321076,-142639486
9036,2009,DNK,79784113461,85164946600,5380833139
9037,2009,DOM,12370589669,5714676917,-6655912752
9038,2009,DZA,39147308404,47969386383,8822077979
9039,2009,ECU,14383961878,17205461012,2821499134
9040,2009,EGY,51247217226,25947892401,-25299324825
9041,2009,ERI,336993720,35914281,-301079439
9042,2009,ESH,17713000,1233248,-16479752
9043,2009,ESP,2.96E+11,2.18E+11,-77869237648
9044,2009,EST,12286148653,10236332408,-2049816245
9045,2009,ETH,7315027804,1677309839,-5637717965
9046,2009,FIN,65416515078,65803393148,386878070
9047,2009,FJI,1279599888,745221351,-534378537
9048,2009,FLK,59745507,139357179,79611672
9049,2009,FRA,5.98E+11,4.68E+11,-1.30E+11
9050,2009,FRO,679433336,681157311,1723975
9051,2009,FSM,170648089,50694488,-119953601
9052,2009,GAB,2499886273,4712043431,2212157158
9053,2009,GBR,5.39E+11,3.56E+11,-1.83E+11
9054,2009,GEO,4720808435,1714965242,-3005843193
9055,2009,GHA,8892786124,5081434329,-3811351795
9056,2009,GIB,7649061480,276212503,-7372848977
9057,2009,GIN,2031298103,1044877851,-986420252
9058,2009,GMB,799146510,103259864,-695886646
9059,2009,GNB,296744001,98028127,-198715874
9060,2009,GNQ,3303252121,8742818086,5439565965
9061,2009,GRC,71034899624,23222805121,-47812094503
9062,2009,GRD,209788719,39400474,-170388245
9063,2009,GRL,665295239,609854437,-55440802
9064,2009,GTM,11193939500,7620343315,-3573596185
9065,2009,GUM,885402555,97126569,-788275986
9066,2009,GUY,1151422765,763497236,-387925529
9067,2009,HKG,3.75E+11,1.01E+11,-2.75E+11
9068,2009,HND,7359245217,5360685656,-1998559561
9069,2009,HRV,21875850445,10674460412,-11201390033
9070,2009,HTI,2368979837,630598280,-1738381557
9071,2009,HUN,71008750937,79289958409,8281207472
9072,2009,IDN,1.08E+11,1.31E+11,22036482795
9073,2009,IND,2.50E+11,1.81E+11,-69842347393
9074,2009,IOT,10984305,5776161,-5208144
9075,2009,IRL,67106259633,1.44E+11,76601076356
9076,2009,IRN,49820684163,62652690966,12832006803
9077,2009,IRQ,24339690417,36200686204,11860995787
9078,2009,ISL,3335364200,3698214001,362849801
9079,2009,ISR,47857745935,49880783146,2023037211
9080,2009,ITA,4.03E+11,3.99E+11,-3166393931
9081,2009,JAM,4477561427,1352555968,-3125005459
9082,2009,JOR,16330306867,6041952583,-10288354284
9083,2009,JPN,5.13E+11,6.32E+11,1.19E+11
9084,2009,KAZ,31390738905,39752554208,8361815303
9085,2009,KEN,11261764389,4685640522,-6576123867
9086,2009,KGZ,7610406770,1068385316,-6542021454
9087,2009,KHM,6238350735,6308976906,70626171
9088,2009,KIR,63315124,34200658,-29114466
9089,2009,KNA,215436833,80741852,-134694981
9090,2009,KOR,3.12E+11,3.76E+11,63795213895
9091,2009,KWT,16841954162,50279663895,33437709733
9092,2009,LAO,2613492130,1400037874,-1213454256
9093,2009,LBN,16177483371,3178789565,-12998693806
9094,2009,LBR,11735049446,1370081757,-10364967689
9095,2009,LBY,20485320877,36871528756,16386207879
9096,2009,LCA,2843542714,204930434,-2638612280
9097,2009,LKA,10298465694,7936835207,-2361630487
9098,2009,LSO,1552171515,458147799,-1094023716
9099,2009,LTU,18584249817,16632268594,-1951981223
9100,2009,LUX,23737631142,16021605181,-7716025961
9101,2009,LVA,14316168048,8590092264,-5726075784
9102,2009,MAC,5460906644,1175605046,-4285301598
9103,2009,MAR,31779474567,15676048963,-16103425604
9104,2009,MDA,3481260395,1499511097,-1981749298
9105,2009,MDG,2970075332,1243931296,-1726144036
9106,2009,MDV,812091046,114058099,-698032947
9107,2009,MEX,2.43E+11,2.33E+11,-10660431358
9108,2009,MHL,13422046422,748116068,-12673930354
9109,2009,MKD,4702889425,2965293375,-1737596050
9110,2009,MLI,2044122797,204096100,-1840026697
9111,2009,MLT,11462627077,4616526220,-6846100857
9112,2009,MMR,6397044333,5942281009,-454763324
9113,2009,MNE,2358360576,488641794,-1869718782
9114,2009,MNG,2428652383,1601808506,-826843877
9115,2009,MNP,70972366,5538930,-65433436
9116,2009,MOZ,4386587369,2489538285,-1897049084
9117,2009,MRT,1825329269,1823534076,-1795193
9118,2009,MSR,33236003,5556175,-27679828
9119,2009,MUS,3792566800,2002273713,-1790293087
9120,2009,MWI,1525545009,1290923343,-234621666
9121,2009,MYS,1.34E+11,1.88E+11,54938499936
9122,2009,MYT,436758582,10162005,-426596577
9123,2009,NAM,5986318104,3369055704,-2617262400
9124,2009,NCL,2065476259,980065684,-1085410575
9125,2009,NER,1464380035,424849633,-1039530402
9126,2009,NGA,39265314845,58444534627,19179219782
9127,2009,NIC,3806066830,2656025874,-1150040956
9128,2009,NIU,346452192,4837287,-341614905
9129,2009,NLD,4.41E+11,4.25E+11,-15940301086
9130,2009,NOR,74590081715,1.18E+11,43636699043
9131,2009,NPL,2639157282,732058039,-1907099243
9132,2009,NRU,104797611,22625271,-82172340
9133,2009,NZL,24916753913,25140412683,223658770
9134,2009,OMN,17674404931,27091135114,9416730183
9135,2009,PAK,33326517110,17857476485,-15469040625
9136,2009,PAN,44650790090,10271777879,-34379012211
9137,2009,PCN,3197569,3418702,221133
9138,2009,PER,21741045190,24026294588,2285249398
9139,2009,PHL,59158076676,56402065122,-2756011554
9140,2009,PLW,82621867,17659791,-64962076
9141,2009,PNG,3445891968,4190365381,744473413
9142,2009,POL,1.67E+11,1.32E+11,-34806742236
9143,2009,PRK,2852421019,1421332678,-1431088341
9144,2009,PRT,69248277531,42311252293,-26937025238
9145,2009,PRY,7850255199,4556509483,-3293745716
9146,2009,PSE,2932201450,530370580,-2401830870
9147,2009,PYF,1464454034,147055958,-1317398076
9148,2009,QAT,22006614574,43817147952,21810533378
9149,2009,ROU,51980712288,39062405675,-12918306613
9150,2009,RUS,1.73E+11,3.26E+11,1.54E+11
9151,2009,RWA,963151677,191763573,-771388104
9152,2009,SAU,87746119152,2.78E+11,1.90E+11
9153,2009,SDN,8995936816,7992509388,-1003427428
9154,2009,SEN,5111182024,1776518462,-3334663562
9155,2009,SGP,2.36E+11,2.67E+11,30632409003
9156,2009,SHN,53995460,22508356,-31487104
9157,2009,SLB,252746305,279733492,26987187
9158,2009,SLE,657323768,291069542,-366254226
9159,2009,SLV,6487716385,3899483324,-2588233061
9160,2009,SMR,327092447,138668831,-188423616
9161,2009,SOM,894330552,247352378,-646978174
9162,2009,SPM,67614956,9549122,-58065834
9163,2009,SRB,17179519584,8561503600,-8618015984
9164,2009,STP,128861065,17766313,-111094752
9165,2009,SUR,1456514434,1304094477,-152419957
9166,2009,SVK,55500233555,52623767422,-2876466133
9167,2009,SVN,24801823795,22226067082,-2575756713
9168,2009,SWE,1.18E+11,1.31E+11,12663386066
9169,2009,SWZ,242266582,875083868,632817286
9170,2009,SYC,615220072,374564279,-240655793
9171,2009,SYR,17939462179,10234142230,-7705319949
9172,2009,TCA,287952355,28301214,-259651141
9173,2009,TCD,925873295,2184542359,1258669064
9174,2009,TGO,3121629837,1125007025,-1996622812
9175,2009,THA,1.23E+11,1.63E+11,40004029624
9176,2009,TJK,2584134048,807115039,-1777019009
9177,2009,TKL,101706622,36926291,-64780331
9178,2009,TKM,5332335990,2093416333,-3238919657
9179,2009,TLS,367479710,99208549,-268271161
9180,2009,TON,125414165,14544911,-110869254
9181,2009,TTO,6894732104,12581851618,5687119514
9182,2009,TUN,19703225100,15516371281,-4186853819
9183,2009,TUR,1.37E+11,1.02E+11,-35104140206
9184,2009,TUV,106203114,4334827,-101868287
9185,2009,TWN,2.88E+11,2.53E+11,-34599844963
9186,2009,TZA,6775633932,2797228995,-3978404937
9187,2009,UGA,4001547117,1688362723,-2313184394
9188,2009,UKR,49752574708,46743027554,-3009547154
9189,2009,URY,7424488028,6475888452,-948599576
9190,2009,USA,1.55E+12,1.06E+12,-4.90E+11
9191,2009,UZB,8096795354,4532770553,-3564024801
9192,2009,VAT,32187555,15546554,-16641001
9193,2009,VCT,588190247,255685531,-332504716
9194,2009,VEN,38401752146,48677936136,10276183990
9195,2009,VGB,3019823770,317836485,-2701987285
9196,2009,VNM,73449394327,61785589915,-11663804412
9197,2009,VUT,389089547,188013165,-201076382
9198,2009,WLF,23459292,722691,-22736601
9199,2009,WSM,263321713,75501546,-187820167
9200,2009,YEM,9669910411,5642017711,-4027892700
9201,2009,ZAF,65054641540,80832807481,15778165941
9202,2009,ZMB,3635890289,5750217648,2114327359
9203,2009,ZWE,2798956162,1480343528,-1318612634
9204,2010,ABW,1280681664,376564090,-904117574
9205,2010,AGO,18251053802,51157963833,32906910031
9206,2010,AIA,62269883,12982672,-49287211
9207,2010,ALB,4423844582,1780337749,-2643506833
9208,2010,AND,1783911773,257754884,-1526156889
9209,2010,ANT,2932842212,1733976034,-1198866178
9210,2010,ARE,1.65E+11,1.90E+11,25263231834
9211,2010,ARG,54941042290,68595839042,13654796752
9212,2010,ARM,2886344522,961117280,-1925227242
9213,2010,ASM,87927142,36866475,-51060667
9214,2010,ATA,227657085,3741176,-223915909
9215,2010,ATG,2596499150,168205120,-2428294030
9216,2010,AUS,1.84E+11,2.02E+11,18488418952
9217,2010,AUT,1.60E+11,1.43E+11,-17501438553
9218,2010,AZE,10340966027,24247781430,13906815403
9219,2010,BDI,444809271,78593103,-366216168
9220,2010,BEL,3.78E+11,3.97E+11,19386597232
9221,2010,BEN,6658330954,1207324944,-5451006010
9222,2010,BFA,1715841640,520596215,-1195245425
9223,2010,BGD,31563243322,20795215095,-10768028227
9224,2010,BGR,25072801633,20350441403,-4722360230
9225,2010,BHR,12414748430,9129820322,-3284928108
9226,2010,BHS,11093300966,3024304039,-8068996927
9227,2010,BIH,7864122987,4409398546,-3454724441
9228,2010,BLR,32415599644,21735758281,-10679841363
9229,2010,BLZ,758683966,407424987,-351258979
9230,2010,BMU,4600857655,739209549,-3861648106
9231,2010,BOL,6045501804,6598080841,552579037
9232,2010,BRA,1.90E+11,2.15E+11,25093022907
9233,2010,BRB,2658567948,1144513738,-1514054210
9234,2010,BRN,2923798765,8529885035,5606086270
9235,2010,BTN,292933291,204668011,-88265280
9236,2010,BWA,7184369179,3320503518,-3863865661
9237,2010,CAF,446055358,131409921,-314645437
9238,2010,CAN,4.24E+11,3.88E+11,-35449873790
9239,2010,CCK,12770938,9272131,-3498807
9240,2010,CHE,2.20E+11,2.22E+11,2508275408
9241,2010,CHL,53686435800,72428852819,18742417019
9242,2010,CHN,1.20E+12,1.80E+12,5.95E+11
9243,2010,CIV,7749935110,11785333024,4035397914
9244,2010,CMR,5045014112,4774474445,-270539667
9245,2010,COD,4345447425,5497791665,1152344240
9246,2010,COG,4119058793,10559513691,6440454898
9247,2010,COK,96538051,23839892,-72698159
9248,2010,COL,41588037505,41045186930,-542850575
9249,2010,COM,263016932,35431360,-227585572
9250,2010,CPV,909962166,123062219,-786899947
9251,2010,CRI,13164266814,25618234085,12453967271
9252,2010,CUB,5673881171,2661008157,-3012873014
9253,2010,CXR,56005140,16686038,-39319102
9254,2010,CYM,4966476285,1104800565,-3861675720
9255,2010,CYP,14917941451,3629397387,-11288544064
9256,2010,CZE,1.33E+11,1.28E+11,-4605222758
9257,2010,DEU,1.05E+12,1.26E+12,2.09E+11
9258,2010,DJI,2139148733,74249798,-2064898935
9259,2010,DMA,291173724,61520239,-229653485
9260,2010,DNK,82461687509,88749728277,6288040768
9261,2010,DOM,16157144684,6615482909,-9541661775
9262,2010,DZA,41753431342,57697285241,15943853899
9263,2010,ECU,20016946792,20937817198,920870406
9264,2010,EGY,62061588069,29301627534,-32759960535
9265,2010,ERI,474289347,17618811,-456670536
9266,2010,ESH,941504,1025219,83715
9267,2010,ESP,3.28E+11,2.41E+11,-87480224224
9268,2010,EST,14254196409,12836359943,-1417836466
9269,2010,ETH,8528365218,2374249223,-6154115995
9270,2010,FIN,75123486156,70358799672,-4764686484
9271,2010,FJI,1567088682,773588505,-793500177
9272,2010,FLK,112659234,171487434,58828200
9273,2010,FRA,6.49E+11,5.14E+11,-1.35E+11
9274,2010,FRO,772783113,781291617,8508504
9275,2010,FSM,130795647,54935285,-75860362
9276,2010,GAB,2497745043,6876908014,4379162971
9277,2010,GBR,5.97E+11,4.17E+11,-1.80E+11
9278,2010,GEO,5588833381,2540401628,-3048431753
9279,2010,GHA,11061877169,4695135521,-6366741648
9280,2010,GIB,9875462624,360320327,-9515142297
9281,2010,GIN,2091607736,2009213980,-82393756
9282,2010,GMB,774834592,70660301,-704174291
9283,2010,GNB,229592113,164569607,-65022506
9284,2010,GNQ,5090859849,9109593958,4018734109
9285,2010,GRC,67226461904,26902780526,-40323681378
9286,2010,GRD,194707691,33123653,-161584038
9287,2010,GRL,884935449,630587283,-254348166
9288,2010,GTM,12876851934,8778923138,-4097928796
9289,2010,GUM,962604855,82158043,-880446812
9290,2010,GUY,1543233866,919456859,-623777007
9291,2010,HKG,4.85E+11,1.19E+11,-3.66E+11
9292,2010,HND,9343556748,6476241287,-2867315461
9293,2010,HRV,21277603678,11845321496,-9432282182
9294,2010,HTI,3430129912,662585592,-2767544320
9295,2010,HUN,82750154544,92526499547,9776345003
9296,2010,IDN,1.48E+11,1.67E+11,18735280632
9297,2010,IND,3.39E+11,2.35E+11,-1.04E+11
9298,2010,IOT,5800012,4303799,-1496213
9299,2010,IRL,67179940028,1.46E+11,79288926721
9300,2010,IRN,72043144451,1.28E+11,55574738486
9301,2010,IRQ,31715807017,47093933113,15378126096
9302,2010,ISL,4443100489,4309996428,-133104061
9303,2010,ISR,60206661848,61247397164,1040735316
9304,2010,ITA,4.73E+11,4.40E+11,-33212384176
9305,2010,JAM,4973176165,1134240113,-3838936052
9306,2010,JOR,17966610930,6514008700,-11452602230
9307,2010,JPN,6.45E+11,8.07E+11,1.63E+11
9308,2010,KAZ,34309427270,52436112115,18126684845
9309,2010,KEN,13600624692,5203924964,-8396699728
9310,2010,KGZ,6592664040,1368067319,-5224596721
9311,2010,KHM,9221581586,7233062015,-1988519571
9312,2010,KIR,104605507,23344530,-81260977
9313,2010,KNA,292904119,78802885,-214101234
9314,2010,KOR,4.10E+11,4.83E+11,72485455322
9315,2010,KWT,23162248491,66087056919,42924808428
9316,2010,LAO,3264683703,2056308664,-1208375039
9317,2010,LBN,18202843393,3703673328,-14499170065
9318,2010,LBR,16573838171,1010492045,-15563346126
9319,2010,LBY,21418376327,47404469470,25986093143
9320,2010,LCA,3534639866,96265673,-3438374193
9321,2010,LKA,14576243008,8871428713,-5704814295
9322,2010,LSO,1589537740,773906679,-815631061
9323,2010,LTU,24087251200,20748993582,-3338257618
9324,2010,LUX,25532987174,17063223924,-8469763250
9325,2010,LVA,17764484523,9959009354,-7805475169
9326,2010,MAC,6333542912,977034790,-5356508122
9327,2010,MAR,34669032381,19427835902,-15241196479
9328,2010,MDA,3978703838,1787231880,-2191471958
9329,2010,MDG,2429300047,1226439831,-1202860216
9330,2010,MDV,947064172,138080316,-808983856
9331,2010,MEX,3.11E+11,3.01E+11,-10221923699
9332,2010,MHL,10919521414,428518013,-10491003401
9333,2010,MKD,5069737006,3673458756,-1396278250
9334,2010,MLI,2965347345,799185014,-2166162331
9335,2010,MLT,13569983065,6047647647,-7522335418
9336,2010,MMR,9113302452,6904908328,-2208394124
9337,2010,MNE,2317444203,453069756,-1864374447
9338,2010,MNG,3494183980,2963717560,-530466420
9339,2010,MNP,88602576,4248530,-84354046
9340,2010,MOZ,5184652672,3383659567,-1800993105
9341,2010,MRT,2238609335,2395049092,156439757
9342,2010,MSR,9880986,4998940,-4882046
9343,2010,MUS,4470992786,2154615235,-2316377551
9344,2010,MWI,1432123159,1264946815,-167176344
9345,2010,MYS,1.80E+11,2.55E+11,75266721531
9346,2010,MYT,352395363,8671493,-343723870
9347,2010,NAM,5529133152,5239281555,-289851597
9348,2010,NCL,2946219412,1440688987,-1505530425
9349,2010,NER,1408202400,324661320,-1083541080
9350,2010,NGA,42379601596,87033103803,44653502207
9351,2010,NIC,4651757742,3356502782,-1295254960
9352,2010,NIU,102931770,60491057,-42440713
9353,2010,NLD,5.26E+11,4.95E+11,-31155237817
9354,2010,NOR,84140714913,1.34E+11,50347179022
9355,2010,NPL,3400464823,847810625,-2552654198
9356,2010,NRU,26167469,56646023,30478554
9357,2010,NZL,30304292996,31020275463,715982467
9358,2010,OMN,20623082245,35575471316,14952389071
9359,2010,PAK,40577927371,21234471973,-19343455398
9360,2010,PAN,56988166215,11443293596,-45544872619
9361,2010,PCN,2246653,1958914,-287739
9362,2010,PER,30450289765,32707239569,2256949804
9363,2010,PHL,80062235484,71262753580,-8799481904
9364,2010,PLW,89036402,17155315,-71881087
9365,2010,PNG,4601521893,5251184235,649662342
9366,2010,POL,1.96E+11,1.53E+11,-42204509604
9367,2010,PRK,3355384262,2072549771,-1282834491
9368,2010,PRT,75315368208,47718697517,-27596670691
9369,2010,PRY,11617465787,6599249745,-5018216042
9370,2010,PSE,3186846507,606959319,-2579887188
9371,2010,PYF,1541196791,186503306,-1354693485
9372,2010,QAT,23129411153,72162472880,49033061727
9373,2010,ROU,59506202991,48422952162,-11083250829
9374,2010,RUS,2.35E+11,4.42E+11,2.07E+11
9375,2010,RWA,1081483072,190548100,-890934972
9376,2010,SAU,1.03E+11,3.64E+11,2.61E+11
9377,2010,SDN,11166624021,10754171924,-412452097
9378,2010,SEN,6042085220,2047791488,-3994293732
9379,2010,SGP,2.93E+11,3.53E+11,59576643964
9380,2010,SHN,54366874,20361971,-34004903
9381,2010,SLB,340157102,393144162,52987060
9382,2010,SLE,801900995,344230458,-457670537
9383,2010,SLV,7675749507,4670256170,-3005493337
9384,2010,SMR,355313146,173312518,-182000628
9385,2010,SOM,1049008627,353882123,-695126504
9386,2010,SPM,60116699,6656767,-53459932
9387,2010,SRB,16790308834,10003666717,-6786642117
9388,2010,STP,135162405,19243260,-115919145
9389,2010,SUR,1564797333,1798443938,233646605
9390,2010,SVK,67182118219,62384592747,-4797525472
9391,2010,SVN,27630636200,24709563423,-2921072777
9392,2010,SWE,1.45E+11,1.53E+11,7726111953
9393,2010,SWZ,2093762294,1887113754,-206648540
9394,2010,SYC,632703103,395170143,-237532960
9395,2010,SYR,19849760175,11576912634,-8272847541
9396,2010,TCA,224503155,26360225,-198142930
9397,2010,TCD,1322924857,2957954325,1635029468
9398,2010,TGO,3568254954,1049509285,-2518745669
9399,2010,THA,1.69E+11,2.08E+11,39467846755
9400,2010,TJK,3161245474,1076616324,-2084629150
9401,2010,TKL,40217812,30433397,-9784415
9402,2010,TKM,4751743716,2442131858,-2309611858
9403,2010,TLS,373507728,68569953,-304937775
9404,2010,TON,176873521,12162285,-164711236
9405,2010,TTO,6841710416,15635108492,8793398076
9406,2010,TUN,22921889721,17467702370,-5454187351
9407,2010,TUR,1.78E+11,1.15E+11,-63616335950
9408,2010,TUV,74878347,14639580,-60238767
9409,2010,TWN,4.33E+11,3.35E+11,-98059379293
9410,2010,TZA,8681129614,3830470304,-4850659310
9411,2010,UGA,4464919975,1777441300,-2687478675
9412,2010,UKR,65094219195,58254128458,-6840090737
9413,2010,URY,9999224461,7978315297,-2020909164
9414,2010,USA,1.87E+12,1.27E+12,-5.98E+11
9415,2010,UZB,8295826047,5296553966,-2999272081
9416,2010,VAT,73385557,5324513,-68061044
9417,2010,VCT,573910650,157139186,-416771464
9418,2010,VEN,37600004906,59621136801,22021131895
9419,2010,VGB,4023156231,502919180,-3520237051
9420,2010,VNM,93002623285,77337297911,-15665325374
9421,2010,VUT,969194527,482684477,-486510050
9422,2010,WLF,37067000,2142472,-34924528
9423,2010,WSM,358229964,86916775,-271313189
9424,2010,YEM,9858118681,8645666846,-1212451835
9425,2010,ZAF,87345742596,99854962587,12509219991
9426,2010,ZMB,5105307694,9512464185,4407156491
9427,2010,ZWE,5077112090,3300151339,-1776960751
9428,2011,ABW,3100129545,4397691409,1297561864
9429,2011,AGO,21813049200,63845170646,42032121446
9430,2011,AIA,60556548,18176369,-42380179
9431,2011,ALB,5033364273,2136046363,-2897317910
9432,2011,AND,1657918790,89837577,-1568081213
9433,2011,ANT,4644241,284014,-4360227
9434,2011,ARE,2.01E+11,2.51E+11,50740292632
9435,2011,ARG,70621676689,81828298469,11206621780
9436,2011,ARM,3175104792,1406853906,-1768250886
9437,2011,ASM,230052872,52546284,-177506588
9438,2011,ATA,55708321,14040054,-41668267
9439,2011,ATG,3498441221,282464027,-3215977194
9440,2011,AUS,2.20E+11,2.58E+11,38496824891
9441,2011,AUT,1.88E+11,1.67E+11,-20791800790
9442,2011,AZE,12988740355,32642552217,19653811862
9443,2011,BDI,612662188,140648091,-472014097
9444,2011,BEL,4.45E+11,4.65E+11,19838038990
9445,2011,BEN,9856294363,1473010722,-8383283641
9446,2011,BFA,2609597670,643242102,-1966355568
9447,2011,BGD,38178878946,26082522849,-12096356097
9448,2011,BGR,32647301200,27595015772,-5052285428
9449,2011,BHR,18478687079,11100467700,-7378219379
9450,2011,BHS,11804978890,3008207907,-8796770983
9451,2011,BIH,9443327362,5454278461,-3989048901
9452,2011,BLR,41525833626,42091615603,565781977
9453,2011,BLZ,3896736063,853450262,-3043285801
9454,2011,BMU,3747966707,617252238,-3130714469
9455,2011,BOL,8669953479,8855077944,185124465
9456,2011,BRA,2.35E+11,2.67E+11,32090229104
9457,2011,BRB,6084470591,1182857375,-4901613216
9458,2011,BRN,5802236593,11844311806,6042075213
9459,2011,BTN,375625672,261325279,-114300393
9460,2011,BWA,5947309649,5828692328,-118617321
9461,2011,CAF,716979891,145110980,-571868911
9462,2011,CAN,4.79E+11,4.50E+11,-28887047503
9463,2011,CCK,16378366,52042269,35663903
9464,2011,CHE,2.78E+11,2.80E+11,1661595536
9465,2011,CHL,68633804455,84778154578,16144350123
9466,2011,CHN,1.55E+12,2.12E+12,5.65E+11
9467,2011,CIV,7639500867,12223921903,4584421036
9468,2011,CMR,5823765259,5153402913,-670362346
9469,2011,COD,5656921144,6966100312,1309179168
9470,2011,COG,6780143492,11159391768,4379248276
9471,2011,COK,123636871,33064966,-90571905
9472,2011,COL,54483704438,59782596348,5298891910
9473,2011,COM,191130063,61235514,-129894549
9474,2011,CPV,1150519217,76595416,-1073923801
9475,2011,CRI,16375595699,30038969645,13663373946
9476,2011,CUB,6400187282,3439093808,-2961093474
9477,2011,CUW,4305005940,3454336144,-850669796
9478,2011,CXR,61780865,22029238,-39751627
9479,2011,CYM,3325104192,942982247,-2382121945
9480,2011,CYP,15974895629,5086433544,-10888462085
9481,2011,CZE,1.59E+11,1.58E+11,-962801910
9482,2011,DEU,1.24E+12,1.47E+12,2.26E+11
9483,2011,DJI,2626572313,104129953,-2522442360
9484,2011,DMA,282771987,88769295,-194002692
9485,2011,DNK,95551586543,1.04E+11,8205185743
9486,2011,DOM,18102691869,7904292042,-10198399827
9487,2011,DZA,51774964404,73384535653,21609571249
9488,2011,ECU,24001668761,25198854936,1197186175
9489,2011,EGY,66900096384,36646045348,-30254051036
9490,2011,ERI,548957551,181877984,-367079567
9491,2011,ESH,1502185,4060227,2558042
9492,2011,ESP,3.64E+11,2.89E+11,-75556120770
9493,2011,EST,20655015888,18674390157,-1980625731
9494,2011,ETH,9124729066,2746560965,-6378168101
9495,2011,FIN,90066463000,79646131641,-10420331359
9496,2011,FJI,1966040525,918023923,-1048016602
9497,2011,FLK,192153332,178901539,-13251793
9498,2011,FRA,7.68E+11,5.88E+11,-1.81E+11
9499,2011,FRO,806031358,1033687541,227656183
9500,2011,FSM,158320012,49683924,-108636088
9501,2011,GAB,3273812935,11403388832,8129575897
9502,2011,GBR,6.83E+11,5.05E+11,-1.78E+11
9503,2011,GEO,7885180151,3544681335,-4340498816
9504,2011,GHA,15421522203,13744812266,-1676709937
9505,2011,GIB,16014459164,363205121,-15651254043
9506,2011,GIN,3117353998,1954793857,-1162560141
9507,2011,GMB,1050872273,170627595,-880244678
9508,2011,GNB,314178998,366178008,51999010
9509,2011,GNQ,3335650202,12635478944,9299828742
9510,2011,GRC,68376539031,31814456298,-36562082733
9511,2011,GRD,215767001,41794230,-173972771
9512,2011,GRL,971287203,687371190,-283916013
9513,2011,GTM,15993551354,11014871924,-4978679430
9514,2011,GUM,1110243581,113835571,-996408010
9515,2011,GUY,1967420180,1081887995,-885532185
9516,2011,HKG,5.76E+11,2.01E+11,-3.76E+11
9517,2011,HND,11820209044,7984240003,-3835969041
9518,2011,HRV,24103112785,13424422705,-10678690080
9519,2011,HTI,3656497292,866468241,-2790029051
9520,2011,HUN,97060693099,1.09E+11,11677058294
9521,2011,IDN,1.93E+11,2.16E+11,23363852707
9522,2011,IND,4.26E+11,3.05E+11,-1.21E+11
9523,2011,IOT,59545123,13950112,-45595011
9524,2011,IRL,70321864401,1.55E+11,85128293001
9525,2011,IRN,78890667182,1.81E+11,1.03E+11
9526,2011,IRQ,34974965772,73703803066,38728837294
9527,2011,ISL,5884188896,5001761076,-882427820
9528,2011,ISR,74667847522,71020319988,-3647527534
9529,2011,ITA,5.33E+11,5.13E+11,-19899823573
9530,2011,JAM,6255809679,1587613082,-4668196597
9531,2011,JOR,21587776296,7713018951,-13874757345
9532,2011,JPN,7.94E+11,8.67E+11,72378664180
9533,2011,KAZ,42647539402,81109921917,38462382515
9534,2011,KEN,13075466399,5053653178,-8021813221
9535,2011,KGZ,8268501340,808846800,-7459654540
9536,2011,KHM,11818740123,9090318117,-2728422006
9537,2011,KIR,155805072,53091468,-102713604
9538,2011,KNA,261056625,87394969,-173661656
